# synthetic IR spectrum (sum of Lorentzians); NOT measured data
# bands: 3350:O-H stretch (broad, H-bonded); 2950:C-H stretch; 1714:C=O stretch (carbonyl, ~1715); 1450:CH2/CH3 bend; 1250:C-O stretch; 1050:C-O / C-C skeletal
# wavenumber_cm-1,absorbance
2946.0000,0.8362
2948.0000,0.8441
2950.0000,0.8470
2952.0000,0.8446
2954.0000,0.8372
2956.0000,0.8249
2958.0000,0.8083
2960.0000,0.7879
2962.0000,0.7644
2964.0000,0.7385
2966.0000,0.7108
2968.0000,0.6821
2970.0000,0.6527
2972.0000,0.6234
2974.0000,0.5944
2976.0000,0.5661
2978.0000,0.5387
2980.0000,0.5124
2982.0000,0.4872
2984.0000,0.4634
2986.0000,0.4409
2988.0000,0.4196
2990.0000,0.3997
2992.0000,0.3810
2994.0000,0.3635
2996.0000,0.3472
2998.0000,0.3319
3000.0000,0.3176
3002.0000,0.3043
3004.0000,0.2920
3006.0000,0.2804
3008.0000,0.2696
3010.0000,0.2596
3012.0000,0.2502
3014.0000,0.2414
3016.0000,0.2333
3018.0000,0.2256
3020.0000,0.2185
3022.0000,0.2118
3024.0000,0.2056
3026.0000,0.1998
3028.0000,0.1944
3030.0000,0.1893
3032.0000,0.1845
3034.0000,0.1800
3036.0000,0.1759
3038.0000,0.1719
3040.0000,0.1683
3042.0000,0.1648
3044.0000,0.1616
3046.0000,0.1586
3048.0000,0.1558
3050.0000,0.1531
3052.0000,0.1507
3054.0000,0.1483
3056.0000,0.1462
3058.0000,0.1442
3060.0000,0.1423
3062.0000,0.1405
3064.0000,0.1389
3066.0000,0.1374
3068.0000,0.1359
3070.0000,0.1346
3072.0000,0.1334
3074.0000,0.1323
3076.0000,0.1313
3078.0000,0.1303
3080.0000,0.1295
3082.0000,0.1287
3084.0000,0.1280
3086.0000,0.1274
3088.0000,0.1268
3090.0000,0.1263
3092.0000,0.1259
3094.0000,0.1255
3096.0000,0.1252
3098.0000,0.1250
3100.0000,0.1248
3102.0000,0.1247
3104.0000,0.1246
3106.0000,0.1246
3108.0000,0.1246
3110.0000,0.1247
3112.0000,0.1249
3114.0000,0.1251
3116.0000,0.1253
3118.0000,0.1256
3120.0000,0.1259
3122.0000,0.1263
3124.0000,0.1268
3126.0000,0.1273
3128.0000,0.1278
3130.0000,0.1284
3132.0000,0.1290
3134.0000,0.1297
3136.0000,0.1304
3138.0000,0.1312
3140.0000,0.1320
3142.0000,0.1328
3144.0000,0.1337
3146.0000,0.1347
3148.0000,0.1357
3150.0000,0.1368
3152.0000,0.1379
3154.0000,0.1390
3156.0000,0.1402
3158.0000,0.1415
3160.0000,0.1428
3162.0000,0.1441
3164.0000,0.1455
3166.0000,0.1470
3168.0000,0.1485
3170.0000,0.1501
3172.0000,0.1517
3174.0000,0.1534
3176.0000,0.1552
3178.0000,0.1570
3180.0000,0.1589
3182.0000,0.1608
3184.0000,0.1628
3186.0000,0.1649
3188.0000,0.1670
3190.0000,0.1692
3192.0000,0.1715
3194.0000,0.1738
3196.0000,0.1762
3198.0000,0.1787
3200.0000,0.1813
3202.0000,0.1840
3204.0000,0.1867
3206.0000,0.1895
3208.0000,0.1924
3210.0000,0.1954
3212.0000,0.1985
3214.0000,0.2017
3216.0000,0.2049
3218.0000,0.2083
3220.0000,0.2118
3222.0000,0.2153
3224.0000,0.2190
3226.0000,0.2228
3228.0000,0.2266
3230.0000,0.2306
3232.0000,0.2347
3234.0000,0.2390
3236.0000,0.2433
3238.0000,0.2478
3240.0000,0.2524
3242.0000,0.2571
3244.0000,0.2619
3246.0000,0.2669
3248.0000,0.2720
3250.0000,0.2772
3252.0000,0.2826
3254.0000,0.2881
3256.0000,0.2937
3258.0000,0.2995
3260.0000,0.3054
3262.0000,0.3114
3264.0000,0.3176
3266.0000,0.3240
3268.0000,0.3304
3270.0000,0.3370
3272.0000,0.3437
3274.0000,0.3506
3276.0000,0.3576
3278.0000,0.3647
3280.0000,0.3719
3282.0000,0.3792
3284.0000,0.3867
3286.0000,0.3942
3288.0000,0.4018
3290.0000,0.4095
3292.0000,0.4172
3294.0000,0.4250
3296.0000,0.4328
3298.0000,0.4407
3300.0000,0.4485
3302.0000,0.4563
3304.0000,0.4641
3306.0000,0.4719
3308.0000,0.4795
3310.0000,0.4871
3312.0000,0.4945
3314.0000,0.5018
3316.0000,0.5089
3318.0000,0.5157
3320.0000,0.5224
3322.0000,0.5288
3324.0000,0.5349
3326.0000,0.5407
3328.0000,0.5461
3330.0000,0.5511
3332.0000,0.5558
3334.0000,0.5600
3336.0000,0.5638
3338.0000,0.5671
3340.0000,0.5700
3342.0000,0.5723
3344.0000,0.5741
3346.0000,0.5754
3348.0000,0.5762
3350.0000,0.5764
3352.0000,0.5760
3354.0000,0.5752
3356.0000,0.5738
3358.0000,0.5718
3360.0000,0.5694
3362.0000,0.5664
3364.0000,0.5630
3366.0000,0.5591
3368.0000,0.5547
3370.0000,0.5499
3372.0000,0.5447
3374.0000,0.5392
3376.0000,0.5333
3378.0000,0.5271
3380.0000,0.5205
3382.0000,0.5138
3384.0000,0.5068
3386.0000,0.4995
3388.0000,0.4921
3390.0000,0.4846
3392.0000,0.4769
3394.0000,0.4691
3396.0000,0.4613
3398.0000,0.4533
3400.0000,0.4454
3402.0000,0.4374
3404.0000,0.4294
3406.0000,0.4215
3408.0000,0.4135
3410.0000,0.4056
3412.0000,0.3978
3414.0000,0.3901
3416.0000,0.3824
3418.0000,0.3748
3420.0000,0.3674
3422.0000,0.3600
3424.0000,0.3528
3426.0000,0.3456
3428.0000,0.3386
3430.0000,0.3317
3432.0000,0.3250
3434.0000,0.3184
3436.0000,0.3119
3438.0000,0.3055
3440.0000,0.2993
3442.0000,0.2932
3444.0000,0.2873
3446.0000,0.2815
3448.0000,0.2758
3450.0000,0.2703
3452.0000,0.2649
3454.0000,0.2596
3456.0000,0.2545
3458.0000,0.2494
3460.0000,0.2446
3462.0000,0.2398
3464.0000,0.2351
3466.0000,0.2306
3468.0000,0.2262
3470.0000,0.2219
3472.0000,0.2177
3474.0000,0.2136
3476.0000,0.2096
3478.0000,0.2057
3480.0000,0.2019
3482.0000,0.1982
3484.0000,0.1947
3486.0000,0.1912
3488.0000,0.1877
3490.0000,0.1844
3492.0000,0.1812
3494.0000,0.1780
3496.0000,0.1750
3498.0000,0.1720
3500.0000,0.1691
3502.0000,0.1662
3504.0000,0.1635
3506.0000,0.1608
3508.0000,0.1581
3510.0000,0.1556
3512.0000,0.1531
3514.0000,0.1506
3516.0000,0.1482
3518.0000,0.1459
3520.0000,0.1437
3522.0000,0.1414
3524.0000,0.1393
3526.0000,0.1372
3528.0000,0.1351
3530.0000,0.1331
3532.0000,0.1312
3534.0000,0.1293
3536.0000,0.1274
3538.0000,0.1256
3540.0000,0.1238
3542.0000,0.1221
3544.0000,0.1204
3546.0000,0.1188
3548.0000,0.1171
3550.0000,0.1156
3552.0000,0.1140
3554.0000,0.1125
3556.0000,0.1110
3558.0000,0.1096
3560.0000,0.1082
3562.0000,0.1068
3564.0000,0.1055
3566.0000,0.1042
3568.0000,0.1029
3570.0000,0.1016
3572.0000,0.1004
3574.0000,0.0992
3576.0000,0.0980
3578.0000,0.0969
3580.0000,0.0957
3582.0000,0.0946
3584.0000,0.0935
3586.0000,0.0925
3588.0000,0.0914
3590.0000,0.0904
3592.0000,0.0894
3594.0000,0.0885
3596.0000,0.0875
3598.0000,0.0866
3600.0000,0.0856
3602.0000,0.0847
3604.0000,0.0839
3606.0000,0.0830
3608.0000,0.0821
3610.0000,0.0813
3612.0000,0.0805
3614.0000,0.0797
3616.0000,0.0789
3618.0000,0.0782
3620.0000,0.0774
3622.0000,0.0767
3624.0000,0.0759
3626.0000,0.0752
3628.0000,0.0745
3630.0000,0.0738
3632.0000,0.0732
3634.0000,0.0725
3636.0000,0.0719
3638.0000,0.0712
3640.0000,0.0706
3642.0000,0.0700
3644.0000,0.0694
3646.0000,0.0688
3648.0000,0.0682
3650.0000,0.0676
3652.0000,0.0671
3654.0000,0.0665
3656.0000,0.0660
3658.0000,0.0654
3660.0000,0.0649
3662.0000,0.0644
3664.0000,0.0639
3666.0000,0.0634
3668.0000,0.0629
3670.0000,0.0624
3672.0000,0.0619
3674.0000,0.0615
3676.0000,0.0610
3678.0000,0.0606
3680.0000,0.0601
3682.0000,0.0597
3684.0000,0.0593
3686.0000,0.0588
3688.0000,0.0584
3690.0000,0.0580
3692.0000,0.0576
3694.0000,0.0572
3696.0000,0.0568
3698.0000,0.0564
3700.0000,0.0561
3702.0000,0.0557
3704.0000,0.0553
3706.0000,0.0550
3708.0000,0.0546
3710.0000,0.0542
3712.0000,0.0539
3714.0000,0.0536
3716.0000,0.0532
3718.0000,0.0529
3720.0000,0.0526
3722.0000,0.0523
3724.0000,0.0519
3726.0000,0.0516
3728.0000,0.0513
3730.0000,0.0510
3732.0000,0.0507
3734.0000,0.0504
3736.0000,0.0501
3738.0000,0.0499
3740.0000,0.0496
3742.0000,0.0493
3744.0000,0.0490
3746.0000,0.0488
3748.0000,0.0485
3750.0000,0.0482
3752.0000,0.0480
3754.0000,0.0477
3756.0000,0.0475
3758.0000,0.0472
3760.0000,0.0470
3762.0000,0.0467
3764.0000,0.0465
3766.0000,0.0463
3768.0000,0.0460
3770.0000,0.0458
3772.0000,0.0456
3774.0000,0.0453
3776.0000,0.0451
3778.0000,0.0449
3780.0000,0.0447
3782.0000,0.0445
3784.0000,0.0443
3786.0000,0.0441
3788.0000,0.0439
3790.0000,0.0437
3792.0000,0.0435
3794.0000,0.0433
3796.0000,0.0431
3798.0000,0.0429
3800.0000,0.0427
3802.0000,0.0425
3804.0000,0.0423
3806.0000,0.0421
3808.0000,0.0420
3810.0000,0.0418
3812.0000,0.0416
3814.0000,0.0414
3816.0000,0.0413
3818.0000,0.0411
3820.0000,0.0409
3822.0000,0.0408
3824.0000,0.0406
3826.0000,0.0404
3828.0000,0.0403
3830.0000,0.0401
3832.0000,0.0400
3834.0000,0.0398
3836.0000,0.0397
3838.0000,0.0395
3840.0000,0.0394
3842.0000,0.0392
3844.0000,0.0391
3846.0000,0.0389
3848.0000,0.0388
3850.0000,0.0386
3852.0000,0.0385
3854.0000,0.0384
3856.0000,0.0382
3858.0000,0.0381
3860.0000,0.0380
3862.0000,0.0378
3864.0000,0.0377
3866.0000,0.0376
3868.0000,0.0375
3870.0000,0.0373
3872.0000,0.0372
3874.0000,0.0371
3876.0000,0.0370
3878.0000,0.0368
3880.0000,0.0367
3882.0000,0.0366
3884.0000,0.0365
3886.0000,0.0364
3888.0000,0.0363
3890.0000,0.0361
3892.0000,0.0360
3894.0000,0.0359
3896.0000,0.0358
3898.0000,0.0357
3900.0000,0.0356
3902.0000,0.0355
3904.0000,0.0354
3906.0000,0.0353
3908.0000,0.0352
3910.0000,0.0351
3912.0000,0.0350
3914.0000,0.0349
3916.0000,0.0348
3918.0000,0.0347
3920.0000,0.0346
3922.0000,0.0345
3924.0000,0.0344
3926.0000,0.0343
3928.0000,0.0342
3930.0000,0.0341
3932.0000,0.0340
3934.0000,0.0339
3936.0000,0.0338
3938.0000,0.0338
3940.0000,0.0337
3942.0000,0.0336
3944.0000,0.0335
3946.0000,0.0334
3948.0000,0.0333
3950.0000,0.0332
3952.0000,0.0332
3954.0000,0.0331
3956.0000,0.0330
3958.0000,0.0329
3960.0000,0.0328
3962.0000,0.0328
3964.0000,0.0327
3966.0000,0.0326
3968.0000,0.0325
3970.0000,0.0325
3972.0000,0.0324
3974.0000,0.0323
3976.0000,0.0322
3978.0000,0.0322
3980.0000,0.0321
3982.0000,0.0320
3984.0000,0.0319
3986.0000,0.0319
3988.0000,0.0318
3990.0000,0.0317
3992.0000,0.0317
3994.0000,0.0316
3996.0000,0.0315
3998.0000,0.0315
4000.0000,0.0314
