mol_id,smiles,homo,lumo,gap,h298,gap_eV
gdb_32976,CCOc1nccn1C,-0.1958,0.0493,0.2452,-419.237213,6.672231907516258
gdb_33043,CCNC1=COC(=N)O1,-0.1968,0.0394,0.2362,-455.145834,6.427329431302365
gdb_33160,Cc1cncn1CCO,-0.2123,0.0331,0.2455,-419.231153,6.680395323390053
gdb_33163,CCCn1cccc1N,-0.1823,0.0545,0.2369,-383.296136,6.446377401674557
gdb_33234,CCCNc1ccoc1,-0.1885,0.0321,0.2206,-403.159258,6.002831805864952
gdb_33300,N#CC#CC12CC1CO2,-0.254,-0.059,0.195,-399.47872,5.30622031796766
gdb_33380,C#CC#CCCN1CC1,-0.2394,-0.0103,0.229,-364.715372,6.231407450331252
gdb_33400,N#C[C-](C#N)C1C[NH2+]C1,-0.165,-0.0112,0.1539,-396.867561,4.187832343257553
gdb_33404,C#CC(C1CC1)N1CC1,-0.2372,0.0467,0.2839,-365.91368,7.725312555235993
gdb_33410,N#CC(C1CC1)C1CN1,-0.2609,0.0253,0.2861,-382.028859,7.785177604977167
gdb_33456,C#CC1(CN1)C1CCC1,-0.2375,0.0385,0.276,-365.931202,7.510342603892688
gdb_33457,C#CC1(CN1)C1CCO1,-0.2426,0.031,0.2736,-401.85285,7.445035276902317
gdb_33493,C#CC1(CC1)OC2CC2,-0.2376,0.036,0.2736,-385.801059,7.445035276902317
gdb_33501,C#CC1(CN2CC2)CN1,-0.2312,0.0367,0.268,-381.958623,7.292651513924784
gdb_33508,N#CC1(CC2CN2)CC1,-0.2473,0.0326,0.2799,-382.034541,7.61646701025204
gdb_33599,N#CC12C3C4C(CC14)N23,-0.257,0.0074,0.2644,-379.58693,7.1946905234392275
gdb_33719,C#CC12CC(C1)(N2)C#N,-0.2666,-0.008,0.2586,-379.568628,7.036864483212496
gdb_33778,N#CC12CC(CC=C1)O2,-0.2615,-0.0286,0.233,-400.735646,6.340252995315204
gdb_33795,N#CC12CC(CCC1)O2,-0.2639,0.006,0.2699,-401.949739,7.34435314779216
gdb_33799,N#CC12CC(COC1)O2,-0.2616,-0.0039,0.2577,-437.863484,7.012374235591107
gdb_33823,N#CC12CCC1(O2)C#N,-0.3004,-0.05,0.2504,-415.57691,6.813731115995395
gdb_33824,C#CC12CC1C1(CC1)C2,-0.2283,0.0402,0.2685,-348.670342,7.3062572070477785
gdb_33886,N#CC12NC1C1CC2C1,-0.2511,0.0135,0.2645,-380.825153,7.197411662063826
gdb_33994,C#CC12CC1OC=NC2,-0.243,0.0168,0.2597,-400.699495,7.066797008083083
gdb_34047,N#CC12CCCCC1O2,-0.2906,0.0057,0.2963,-401.957646,8.062733744686245
gdb_34176,C#CC12CC3C4C3C1C24,-0.2272,0.0469,0.2741,-347.470035,7.458640970025311
gdb_34224,C#CC12CC3CC1CC23,-0.2422,0.0432,0.2854,-348.686218,7.766129634604974
gdb_34266,N#CC12OC3CCC1C23,-0.2502,-0.0023,0.2479,-400.722261,6.745702650380426
gdb_34278,N#CC12CN=C3OC1C23,-0.2496,-0.0882,0.1614,-415.466474,4.391917740102462
gdb_34317,C#CC12CCC1=CCC2,-0.2307,0.0145,0.2452,-348.697385,6.672231907516258
gdb_34380,C#CC12CCN1CC=C2,-0.222,0.0096,0.2317,-364.749792,6.304878193195419
gdb_34425,C#CC12CCC3C1CN23,-0.2286,0.0281,0.2567,-364.710914,6.9851628493451186
gdb_34474,C#CC1=C(COC1)C#C,-0.2262,-0.0533,0.1729,-383.422828,4.704848681931325
gdb_34495,C#CC1=NC2(CC2)CO1,-0.2294,-0.0303,0.1991,-400.704824,5.417787001576211
gdb_34521,N#CC1=CC2CC(C1)O2,-0.259,-0.0542,0.2047,-400.743652,5.570170764553743
gdb_34546,C#CC1=CC2CN3C2C13,-0.2253,-0.0308,0.1946,-363.525305,5.295335763469264
gdb_34560,N#CC1=CC2CC1CO2,-0.2604,-0.055,0.2055,-400.756617,5.591939873550533
gdb_34635,C#CC1=CCCC2NC12,-0.224,-0.0181,0.206,-364.761067,5.605545566673528
gdb_34676,C#CC1C2C3CC(C3)N12,-0.2245,0.0281,0.2526,-364.703249,6.8735961657365685
gdb_34697,C#CC1C2C3C4C2C1N34,-0.2346,0.0423,0.2769,-363.475714,7.534832851514077
gdb_34701,N#CC1C2C3C4C1C2N34,-0.2514,0.019,0.2704,-379.588098,7.357958840915154
gdb_34706,C#CC1C2C3C1N=CN23,-0.2441,-0.0182,0.2259,-379.577717,6.147052152968689
gdb_34728,N#CC1C2C3CN1CC23,-0.2616,0.0214,0.2829,-380.864189,7.6981011689900045
gdb_34751,N#CC1C2CCC3C2N13,-0.2477,0.0092,0.2569,-380.839366,6.990605126594318
gdb_34894,C#CC1C(C#N)C2CN12,-0.2604,0.0017,0.2621,-379.585853,7.132104335073454
gdb_34935,N#CC1C2CC3(CN3)C12,-0.2488,0.0311,0.2799,-380.815701,7.61646701025204
gdb_34944,C#CC1C2CC3C2OC13,-0.2398,0.0474,0.2872,-384.601328,7.815110129847754
gdb_35051,N#CC1C2OCC=CC12,-0.2552,-0.0084,0.2467,-400.736819,6.713048986885239
gdb_35096,C#CC1C=CC=CC=C1,-0.221,-0.039,0.1821,-347.522102,4.955193435394415
gdb_35164,N#CC1NC1(C#N)C#N,-0.3303,-0.0694,0.2609,-410.561835,7.0994506715782695
gdb_35186,C#CC1CC11OC2CC12,-0.2296,0.0486,0.2781,-384.580201,7.5674865150092625
gdb_35248,C#CC1NC1C1CCC1,-0.2427,0.0381,0.2808,-365.928624,7.6409572578734295
gdb_35328,C#CC1CC2(C1)COC2,-0.2468,0.0446,0.2914,-385.811191,7.929397952080903
gdb_35343,C#CC1OC23CN(C2)C13,-0.2312,0.0067,0.2379,-400.518408,6.473588787920545
gdb_35375,N#CC1NC2C3OC1C23,-0.2352,0.0285,0.2638,-416.747395,7.178363691691634
gdb_35433,N#CC1CC2CN(C2)C1,-0.2254,0.0325,0.2579,-382.050609,7.017816512840305
gdb_35467,N#CC1OC2CC1C=C2,-0.265,-0.0119,0.2531,-400.74679,6.887201858859562
gdb_35498,C#CC1OC2CC=CC12,-0.2449,0.0117,0.2566,-384.636859,6.98244171072052
gdb_35525,N#CC1NC2COC1C2,-0.2544,0.0281,0.2825,-418.00339,7.687216614491609
gdb_35547,C#CC1OC2CCC2O1,-0.2578,0.0316,0.2895,-421.765149,7.877696318213525
gdb_35722,N#CC1NCC1C1CC1,-0.2494,0.0171,0.2666,-382.03327,7.254555573180401
gdb_35795,N#CC1CN2CC2CO1,-0.2417,0.0062,0.2479,-417.972735,6.745702650380426
gdb_35803,C#CC1CCC2COC12,-0.2426,0.0555,0.2981,-385.844113,8.111714239929022
gdb_35954,N#CC1COCOC=N1,-0.2756,-0.0137,0.2619,-453.938585,7.126662057824258
gdb_36100,C#CCC12NC1C1CC21,-0.2078,0.0457,0.2535,-364.679244,6.898086413357958
gdb_36125,N#CCC12CC=CC1O2,-0.2604,-0.0129,0.2475,-400.743274,6.73481809588203
gdb_36156,C#CCC12CC3C(O1)C23,-0.2316,0.0454,0.2769,-384.577151,7.534832851514077
gdb_36331,C#CCC1CC(O1)C#N,-0.2696,-0.0018,0.2678,-400.694463,7.287209236675586
gdb_36394,C#CCC1CC2(C1)CC2,-0.2549,0.0548,0.3097,-349.888272,8.427366320382482
gdb_36398,C#CCN1CC2(C1)CO2,-0.2242,0.0371,0.2614,-401.843385,7.113056364701263
gdb_36487,N#CCC1CCC2CC12,-0.279,0.0396,0.3186,-366.027629,8.669547657971776
gdb_36507,C1CN(CC=C1)CC#N,-0.2347,0.0167,0.2514,-382.074972,6.840942502241384
gdb_36638,C#CCCC1C2CC1O2,-0.2381,0.0512,0.2893,-385.771095,7.872254040964328
gdb_36691,C#CCOC1CN2CC12,-0.2384,0.0274,0.2658,-401.834803,7.23278646418361
gdb_36745,C1COC1=NCCC#N,-0.2664,0.0096,0.276,-418.008378,7.510342603892688
gdb_36762,C#CCOCC#CC#N,-0.278,-0.0559,0.222,-399.46446,6.040927746609336
gdb_36772,C#CCOCC1CCO1,-0.2467,0.0278,0.2745,-422.941827,7.469525524523706
gdb_36781,N#CCNCC1CCO1,-0.2467,0.0234,0.2701,-419.173844,7.349795425041359
gdb_36815,C#CCCCOCC#N,-0.2691,0.007,0.2761,-401.901331,7.513063742517287
gdb_36821,C(CC#N)COCC#N,-0.2981,-0.0013,0.2968,-418.009011,8.076339437809239
gdb_36854,C(C1CO1)C12CCC1N2,-0.2455,0.081,0.3265,-403.072159,8.884517609315083
gdb_36883,C(C1CO1)N1C2CC1C2,-0.2165,0.0969,0.3134,-403.029979,8.528048449492639
gdb_37102,C1OC11C2OC2C11CO1,-0.256,0.0504,0.3064,-457.645679,8.337568745770723
gdb_37117,C1C=CC23OC12C1OC31,-0.243,-0.0046,0.2384,-420.531884,6.487194481043539
gdb_37124,C1C23OCOC12C1NC31,-0.2039,0.056,0.2599,-437.752483,7.072239285332281
gdb_37218,C1C2C3CCCN=C3N12,-0.231,0.0082,0.2392,-382.022584,6.508963590040329
gdb_37252,C1OC11CC2C3NC3C12,-0.2263,0.0648,0.2911,-401.842017,7.921234536207107
gdb_37279,O1C2C1C1C3C=CC1C23,-0.2261,0.0002,0.2263,-384.620061,6.157936707467084
gdb_37432,C1N=COC2C3NC3C12,-0.2316,0.0403,0.2719,-417.956124,7.3987759202841366
gdb_37436,C1C2C3OCC(C=C3)N12,-0.2201,0.0028,0.2229,-401.904026,6.0654179942307245
gdb_37535,C1C2C3C4CC=CC24N13,-0.2235,0.0039,0.2274,-364.682631,6.187869232337671
gdb_37639,C1OC2OC3C4C2N4C13,-0.2428,0.0747,0.3175,-437.834448,8.63961513310119
gdb_37707,C1C2C3C4OC1OC2C34,-0.2337,0.0831,0.3167,-421.803205,8.617846024104399
gdb_37741,C1CC2C3C4OC3(C1)C24,-0.2261,0.078,0.3041,-385.8012,8.27498255740495
gdb_37794,C1C2C3OC1OC=NC23,-0.2308,0.0141,0.2449,-437.880187,6.664068491642461
gdb_37821,C1C2C3CC22CCCC132,-0.2471,0.0869,0.334,-349.870498,9.088603006159993
gdb_37835,C1OCC23OC4C2NC134,-0.234,0.0529,0.2869,-437.731681,7.806946713973956
gdb_37838,C1C2C3CC4=CCC13C24,-0.1978,-0.0299,0.1679,-348.618726,4.568791750701385
gdb_37903,C1C2C3C1C1=CCN2C31,-0.1977,-0.0348,0.1629,-364.682839,4.432734819471444
gdb_37914,C1C2OC=NCC3C2N13,-0.2396,0.023,0.2625,-417.949199,7.14298888957185
gdb_37956,C1CN=C2OC3C(O1)C23,-0.237,-0.0104,0.2266,-437.795548,6.166100123340881
gdb_37977,C1COC2C3OC(C1)C23,-0.2258,0.0813,0.307,-422.974328,8.353895577518315
gdb_37998,C1C2C3C4OC4C=C1C23,-0.2326,-0.019,0.2136,-384.580086,5.812352102143037
gdb_38027,C1C2N=C3OCC=C3C12,-0.2271,-0.0271,0.2,-400.746772,5.4422772491976
gdb_38056,C1CC23OC(C=C2)C3O1,-0.2407,-0.0099,0.2309,-421.728492,6.283109084198629
gdb_38161,C1C2CC11OC1C=CC2,-0.2502,0.0041,0.2543,-385.833627,6.919855522354749
gdb_38171,C1CC23OC2C=CCC13,-0.242,0.004,0.246,-385.866167,6.694001016513048
gdb_38180,C1C2CC(C12)C1CCO1,-0.2397,0.0859,0.3256,-387.030042,8.860027361693692
gdb_38256,C1N2CC11OCOC1C2,-0.2325,0.0792,0.3117,-439.019071,8.48178909287446
gdb_38376,C1C2CCCOCC1O2,-0.2374,0.0689,0.3063,-424.196186,8.334847607146125
gdb_38423,C1C2CC3(COC3)CN12,-0.2335,0.0609,0.2944,-403.096059,8.011032110818867
gdb_38432,C1C2N1CC21CCC=C1,-0.2251,0.021,0.2462,-365.967071,6.699443293762245
gdb_38474,C1C2CC34CC(O3)C4C12,-0.2298,0.082,0.3118,-385.79347,8.484510231499058
gdb_38490,C1C2CC34CC3(CO4)N12,-0.2134,0.0522,0.2656,-401.84775,7.227344186934412
gdb_38513,C1C2CC3=CC1N1C2C31,-0.2114,-0.0406,0.1708,-364.728583,4.647704770814751
gdb_38527,C1C2CC3=CCOC3C12,-0.2316,0.0152,0.2468,-385.879996,6.715770125509838
gdb_38631,C1C2OC3C4COC13C24,-0.2246,0.0683,0.2929,-421.746222,7.970215031449885
gdb_38704,C1C2OC3CC12N=CO3,-0.2327,0.004,0.2366,-437.842733,6.43821398580076
gdb_38719,C1C2CC3OC12CCO3,-0.2481,0.0799,0.3279,-423.001587,8.922613550059465
gdb_38749,C1C2OC3OC2C1C=C3,-0.2396,0.002,0.2416,-421.814964,6.5742709170307005
gdb_38841,C1C2OC3CC(CO3)C12,-0.2375,0.0786,0.3161,-423.013066,8.601519192356806
gdb_38844,C1C2OC3COC(C3)C12,-0.2303,0.0799,0.3102,-423.005456,8.440972013505476
gdb_38917,C1C2NC22C=CCCC12,-0.2234,0.0144,0.2378,-365.984008,6.470867649295946
gdb_38936,C1C2CC3CCCC2C13,-0.2741,0.0849,0.3591,-351.15959,9.77160880093429
gdb_38966,C1CC2CC3OC3C2C1,-0.2544,0.0826,0.337,-387.098189,9.170237164897957
gdb_38969,C1OC2CC3OC3C2O1,-0.2458,0.0728,0.3187,-458.943337,8.672268796596375
gdb_38990,C1C2OC3CCOCC123,-0.2308,0.0741,0.3049,-422.977969,8.296751666401741
gdb_38998,C1C2CC=C3C=CCC123,-0.1999,-0.0111,0.1889,-348.757973,5.140230861867133
gdb_39013,C1C2C3OCC3=CCN12,-0.2298,0.0032,0.233,-401.884757,6.340252995315204
gdb_39016,C1C2CN=C3NCC3N12,-0.2158,0.0241,0.2399,-398.081184,6.528011560412521
gdb_39027,C1C2CC=C3COCC123,-0.2248,0.014,0.2388,-385.874172,6.4980790355419344
gdb_39172,C1C2CCC3C4CC23N14,-0.2408,0.0089,0.2497,-365.999282,6.794683145623203
gdb_39182,C1C2OCC3N4CC23C14,-0.2253,-0.0094,0.2159,-401.904935,5.874938290508809
gdb_39252,C1C2COC3OC=NC123,-0.2414,0.01,0.2515,-437.882274,6.843663640865982
gdb_39289,C1CC2OCC3OC1C23,-0.2475,0.0759,0.3234,-423.024615,8.80016231195252
gdb_39360,C1CC23NC2CCC=C13,-0.2191,0.0089,0.228,-365.981692,6.204196064085264
gdb_39514,C1C=C2C=CCC3C1C23,-0.2142,0.0079,0.2221,-348.727892,6.043648885233934
gdb_39607,C1C=CC=CC=CC=C1,-0.2091,-0.0368,0.1722,-348.739204,4.685800711559133
gdb_39631,C1OCC1C12CC(C1)C2,-0.2429,0.0809,0.3237,-387.007526,8.808325727826315
gdb_39666,C1OCC1C1CN=CO1,-0.25,0.0182,0.2681,-439.062217,7.295372652549383
gdb_39743,C1CC11C2C3C1CCN23,-0.2294,0.0949,0.3242,-365.953315,8.821931420949308
gdb_39759,C1NC11C2C3CCN2C13,-0.2297,0.0855,0.3151,-381.966244,8.574307806110818
gdb_39765,C1OC11C2C=CC1C=C2,-0.2282,-0.0042,0.224,-384.644228,6.095350519101312
gdb_39788,C1CC11C2CC1C21CO1,-0.2543,0.0977,0.352,-385.780791,9.578407958587775
gdb_39832,C1C2C1C1(CO1)C1CN21,-0.2329,0.0583,0.2912,-401.870056,7.9239556748317055
gdb_39873,C1OC11C2CC3CC1C23,-0.2518,0.073,0.3248,-385.816632,8.838258252696901
gdb_39900,C1NC11C2COC1CO2,-0.2402,0.0659,0.3061,-439.035235,8.329405329896925
gdb_39911,C1CC11N=C2OC3C2C13,-0.2095,-0.0592,0.1503,-400.581579,4.089871352771996
gdb_39914,C1OC11C=C2CC3C2C13,-0.2212,-0.0459,0.1754,-384.554608,4.772877147546295
gdb_39928,C1OC11C=CC2CCC12,-0.241,0.008,0.249,-385.862398,6.775635175251011
gdb_39959,C1CC12CC3(C2)CCO3,-0.2373,0.0731,0.3104,-387.04,8.446414290754674
gdb_39964,C1OC11CC2(CCO2)C1,-0.2413,0.0583,0.2996,-422.964987,8.152531319298005
gdb_39975,C1CC11CN2C3CC1C23,-0.2336,0.0901,0.3237,-365.953136,8.808325727826315
gdb_39980,C1NC11CN2C3CC1C23,-0.2371,0.0721,0.3092,-381.995272,8.413760627259489
gdb_40044,C1OC11CC2CC=CC12,-0.2368,0.0206,0.2574,-385.860945,7.004210819717311
gdb_40059,C1NC11CC2COC1O2,-0.2419,0.0763,0.3182,-439.051897,8.658663103473382
gdb_40068,C1CC11CC2COC2=N1,-0.2307,0.0159,0.2465,-401.902421,6.707606709636042
gdb_40088,C1OC11CC2OCC=C12,-0.2359,-0.014,0.2219,-421.755307,6.038206607984737
gdb_40204,C1OC11CCC2OCC12,-0.2498,0.0709,0.3207,-422.992793,8.72669156908835
gdb_40254,C1OC11CCCN2CC12,-0.2223,0.0798,0.302,-403.100399,8.217838646288376
gdb_40257,C1OC11COCC2NC12,-0.246,0.0603,0.3064,-439.024894,8.337568745770723
gdb_40450,C1OC1C12CCCC1O2,-0.2578,0.0776,0.3355,-422.99295,9.129420085528974
gdb_40605,C1CC1N1C2C3CC3C12,-0.2044,0.0665,0.2709,-365.881509,7.371564534038148
gdb_40618,C1CC1C1C2OC1C=C2,-0.2343,0.0021,0.2364,-385.813893,6.432771708551563
gdb_40628,C1CN1C1C2CCC1O2,-0.239,0.0856,0.3246,-403.084548,8.832815975447705
gdb_40634,C1CN1C1C2CC=CC12,-0.2171,0.0304,0.2475,-365.96146,6.73481809588203
gdb_40673,C1CC1N2CC23COC3,-0.2252,0.0724,0.2976,-403.058688,8.098108546806028
gdb_40764,C1CC1C1OCC11CC1,-0.2425,0.0721,0.3146,-387.030585,8.560702112987824
gdb_40791,C1OC1C1COC2CC12,-0.2341,0.0841,0.3182,-422.97474,8.658663103473382
gdb_40794,C1OC1C1OCC2OC12,-0.2611,0.0788,0.3399,-458.904888,9.24915018501132
gdb_40835,C1OC1C1CCCCO1,-0.2463,0.0856,0.3319,-424.205149,9.031459095043417
gdb_40845,C1CC(=NC2CC2)OC1,-0.2214,0.0326,0.254,-403.147995,6.911692106480952
gdb_40862,C1CC2(C1)C1C3CC2C13,-0.2393,0.0894,0.3287,-349.884224,8.944382659056256
gdb_40886,C1CC2(O1)C1CC2OC1,-0.2249,0.0792,0.3041,-422.974873,8.27498255740495
gdb_40921,C1CC2(C1)CC1OCC21,-0.2371,0.0757,0.3128,-387.033545,8.511721617745046
gdb_40946,C1CC2(C1)CCOC=N2,-0.2423,0.026,0.2683,-403.148427,7.300814929798579
gdb_41152,C1CC23CC(C2)OCC13,-0.2356,0.0883,0.324,-387.050295,8.816489143700112
gdb_41214,C1CC23CC4(COC24)N13,-0.2197,0.0323,0.252,-401.709942,6.857269333988976
gdb_41234,C1OC2C3C4CC12CC34,-0.2435,0.076,0.3195,-385.836273,8.694037905593166
gdb_41243,C1CC23OC4C(CC24)C13,-0.2333,0.0739,0.3072,-385.802694,8.359337854767512
gdb_41285,C1OC23CC4CC12CC34,-0.2375,0.0722,0.3096,-385.799891,8.424645181757883
gdb_41347,C1OC2CC3CCC12C3,-0.2425,0.0745,0.317,-387.073752,8.626009439978196
gdb_41478,C1OC23CCCC2CC13,-0.2286,0.0687,0.2973,-387.066295,8.089945130932232
gdb_41524,C1COC2=NCCC2=C1,-0.2289,-0.0243,0.2046,-401.977333,5.567449625929145
gdb_41653,C1OCC2C3C4C(C13)N24,-0.2361,0.0872,0.3234,-401.876319,8.80016231195252
gdb_41666,C1OC2C3C=CC(=C1)C23,-0.2,-0.0222,0.1778,-384.634939,4.838184474536667
gdb_41710,C1OC2C3CC=CC23O1,-0.2129,0.0097,0.2225,-421.798377,6.05453343973233
gdb_41724,C1CN2CC3OCC2C13,-0.2235,0.0797,0.3032,-403.139999,8.250492309783562
gdb_41761,C1CC2C=CCC3C1C23,-0.2335,0.0343,0.2678,-349.961901,7.287209236675586
gdb_41787,C1CC2CC1C=CC=C2,-0.2077,-0.0214,0.1863,-349.974738,5.069481257627564
gdb_41856,C1OCC2CC1CC=C2,-0.2355,0.0297,0.2652,-387.106771,7.216459632436017
gdb_41923,C1OC2CC3C1C3CO2,-0.2461,0.0731,0.3193,-423.018579,8.688595628343966
gdb_42033,C1OCC2CCCCC12,-0.2372,0.0845,0.3217,-388.310953,8.75390295533434
gdb_42080,C1CCC2(C1)CC=CC2,-0.2334,0.0316,0.265,-351.178034,7.21101735518682
gdb_42133,C1COCCOCC=C1,-0.2355,0.0111,0.2466,-424.193454,6.710327848260641
gdb_42181,O=C(C#N)C1(CO1)C#C,-0.2909,-0.1018,0.1891,-435.422241,5.14567313911633
gdb_42195,O=C(C#C)C12CCC1O2,-0.2658,-0.0705,0.1953,-420.549643,5.314383733841456
gdb_42298,N=C(C#C)N1CCN=C1,-0.2313,-0.0345,0.1968,-396.89775,5.3552008132104385
gdb_42339,O=C(C1CCO1)N1CC1,-0.2381,-0.0058,0.2322,-439.046592,6.318483886318413
gdb_42409,C1CC1C(=O)OC2CC2,-0.2656,0.0151,0.2807,-423.024031,7.638236119248831
gdb_42419,C#CC(=O)CC1COC1,-0.2456,-0.0641,0.1814,-421.768166,4.936145465022223
gdb_42458,C#CCC(=O)OCC#N,-0.2807,-0.0145,0.2662,-436.674926,7.243671018682005
gdb_42509,O=C1C(CC11CN1)C#C,-0.2432,-0.0388,0.2044,-400.681957,5.562007348679947
gdb_42521,O=C1C(NC1C#N)C#N,-0.2975,-0.0832,0.2143,-431.655154,5.831400072515228
gdb_42522,O=C1C(OC1C#C)C#C,-0.255,-0.0495,0.2055,-419.326924,5.591939873550533
gdb_42575,O=C1C2C3C2N2C3CC12,-0.2292,-0.017,0.2122,-400.701688,5.774256161398653
gdb_42609,N=C1OC2C3C2C(=O)N13,-0.2717,-0.0319,0.2398,-452.716106,6.525290421787923
gdb_42636,O=C1C2C3NC1(C#N)C23,-0.2527,-0.0285,0.2242,-415.545782,6.100792796350509
gdb_42824,O=C1C2CC1C1CC1C2,-0.2338,-0.0105,0.2233,-385.885692,6.07630254872912
gdb_42834,O=C1C2CC3OC3C1N2,-0.2458,-0.0094,0.2364,-437.849589,6.432771708551563
gdb_42860,O=C1C2NC1C=CC=C2,-0.2193,-0.0631,0.1562,-400.733239,4.250418531623326
gdb_42863,O=C1C2CC1C=CCO2,-0.2248,-0.0271,0.1976,-421.807423,5.376969922207229
gdb_42876,O=C1C2CC1OC(=O)N2,-0.2461,-0.0508,0.1952,-473.843043,5.311662595216858
gdb_42911,O=C1C2CC2C1C1CN1,-0.2354,-0.0199,0.2154,-401.896401,5.8613325973858155
gdb_42941,O=C1C2CC2C2CC1O2,-0.2292,-0.0243,0.2049,-421.803239,5.575613041802941
gdb_42978,O=C1C2CC2NC11CC1,-0.2124,-0.0119,0.2005,-401.931923,5.455882942320594
gdb_42981,O=C1C2CN2CC11CN1,-0.244,-0.0352,0.2088,-417.970523,5.681737448162295
gdb_43071,O=C1C2CC3N=CN1C23,-0.2457,-0.0173,0.2283,-416.796243,6.21235947995906
gdb_43113,O=C1C2OC3COC1C23,-0.229,-0.0457,0.1834,-457.725043,4.990568237514199
gdb_43122,O=C1C2OC3COC2C13,-0.2278,-0.0311,0.1967,-457.732944,5.352479674585839
gdb_43176,O=C1C2COC1CCC2,-0.2324,-0.0195,0.2129,-423.052766,5.793304131770845
gdb_43186,O=C1C2COC22CNC12,-0.2278,-0.0317,0.1961,-437.814186,5.3361528428382465
gdb_43199,O=C1C2OCC2C11CN1,-0.2408,-0.0481,0.1927,-437.81792,5.243634129601888
gdb_43206,O=C1C2CCC2C1C#C,-0.2366,-0.027,0.2096,-384.637248,5.703506557159085
gdb_43235,O=C1C=C(C#N)C2NC12,-0.2616,-0.1048,0.1568,-415.606005,4.2667453633709185
gdb_43252,O=C1C=C2CCN3C1C23,-0.236,-0.0676,0.1684,-400.700329,4.582397443824379
gdb_43253,O=C1C=C2COC3C1C23,-0.2384,-0.0702,0.1683,-420.581418,4.57967630519978
gdb_43339,O=C1C=CC2OC3C2C13,-0.2349,-0.063,0.1719,-420.599741,4.677637295685337
gdb_43516,N=C1NC(=O)CC1C#N,-0.2789,-0.0294,0.2495,-432.926298,6.789240868374006
gdb_43588,O=C1NC(C#C)C2CC12,-0.2442,0.0233,0.2674,-400.733844,7.276324682177192
gdb_43663,C#CC1OC(=O)C(=O)O1,-0.2917,-0.0814,0.2103,-492.506398,5.722554527531276
gdb_43681,N=C1OC(CC=C1)C#N,-0.2675,-0.05,0.2175,-416.827656,5.91847650850239
gdb_43690,N=C1CC(CCC#N)O1,-0.2763,0.0154,0.2916,-418.018164,7.934840229330101
gdb_43700,C#CCCN1CC(=O)C1,-0.2372,-0.0278,0.2094,-401.890465,5.698064279909887
gdb_43703,N=C1CC2(O1)C1CC2N1,-0.248,0.0222,0.2702,-417.926169,7.352516563665957
gdb_43791,N=C1OC2(CC2)C11CN1,-0.2484,0.012,0.2604,-417.949384,7.085844978455276
gdb_43844,N=C1OC2(CC2)CC1=O,-0.2574,-0.0746,0.1829,-437.893182,4.976962544391205
gdb_43943,O=C1NC23CC(C=C2)C13,-0.2386,-0.0175,0.2212,-400.64345,6.019158637612546
gdb_43979,N=C1OC23CC12OCC3,-0.2495,0.0134,0.2629,-437.823199,7.153873444070245
gdb_43996,N=C1CC23CC2(CC3)O1,-0.2342,0.0236,0.2577,-401.916996,7.012374235591107
gdb_43998,N=C1CC23CC2(CO3)O1,-0.2453,0.0137,0.2589,-437.826172,7.045027899086294
gdb_43999,N=C1OC23CC2(CC3)O1,-0.2402,0.0464,0.2867,-437.838572,7.80150443672476
gdb_44073,O=C1NC23COC2C1C3,-0.2341,0.0092,0.2433,-437.78546,6.62053027364888
gdb_44078,N=C1OC23CCC2CC13,-0.2503,0.0236,0.2738,-401.909365,7.450477554151513
gdb_44177,O=C1CC2C(CC12)C#C,-0.244,-0.0269,0.2171,-384.638239,5.907591954003994
gdb_44179,O=C1CC2C(CN12)C#C,-0.2455,-0.01,0.2355,-400.692609,6.408281460930174
gdb_44188,O=C1NC2C(CC12)C#N,-0.2658,0.0066,0.2724,-416.817613,7.41238161340713
gdb_44267,O=C1OC2C1CCC2=O,-0.26,-0.0506,0.2094,-457.807161,5.698064279909887
gdb_44322,O=C1OC2C3C4OC13C24,-0.2682,-0.0097,0.2585,-456.453882,7.034143344587898
gdb_44412,N=C1NC2C3CCC12O3,-0.2405,-0.004,0.2365,-417.863788,6.435492847176161
gdb_44425,O=C1NC2C3CC12CO3,-0.241,0.0005,0.2415,-437.788199,6.571549778406101
gdb_44498,N=C1OC2C3NC2C3O1,-0.2514,0.0399,0.2913,-453.878836,7.926676813456305
gdb_44550,O=C1CC2C3OC3C2N1,-0.2398,0.0367,0.2765,-437.88038,7.523948297015682
gdb_44640,O=C1CN2C3COC3C12,-0.2346,-0.0312,0.2034,-437.806814,5.534795962433959
gdb_44644,O=C1NC2C3OCC3C12,-0.2471,0.0179,0.265,-437.847179,7.21101735518682
gdb_44658,O=C1NC2C=CC1C=C2,-0.2283,-0.0159,0.2124,-400.772085,5.779698438647851
gdb_44735,N=C1OC2CC(O1)C=C2,-0.2402,-0.024,0.2162,-437.891451,5.883101706382606
gdb_44775,O=C1CC2CC11CCN21,-0.207,-0.0116,0.1954,-401.864535,5.317104872466055
gdb_44977,N=C1NC2(CC2O1)C#C,-0.2236,0.018,0.2416,-416.760947,6.5742709170307005
gdb_45008,N=C1CC2NC2C(=O)O1,-0.2661,-0.023,0.2431,-453.960367,6.615087996399683
gdb_45068,O=C1CC2CN2C1C#C,-0.2327,-0.0326,0.2,-400.696997,5.4422772491976
gdb_45082,N=C1OC2CC2C2OC12,-0.2553,0.0018,0.2571,-437.851536,6.996047403843514
